parcelNo,vesselPositionStatus,expectedArrivalDateAtLoadPort,arrivedDateAtLoadPort,expectedArrivalDateAtDischargePort,arrivedDateAtDischargePort,blDate,blQuantity,customerGroup,vendor,parcelType,vesselName,loadPortName,dischargePortName,vesselNo,vesselType,supplierDemurrageRate,cOO,mineName,productName,supplierGroup,originWiseGrade,mineWiseGrade,grade,monthName
P21322425,Arrived at DP,,,00:00.0,,00:00.0,54949,Stock and Sales,AEL,Parcel A,MV PERIDOT,RB MPT,Krishnapatnam,351-24-25,Supramax,,SA,AS per Remarks,SA 4500 Min,Trader,SA 4500,,,Sep-24
P25692425,To DP,00:00.0,00:00.0,00:00.0,,00:00.0,10000,Stock and Sales,AEL,Parcel B,MV LILA NORFOLK,Muara Berau / Muara Jawa,Mundra,576-24-25,Cape,,Indonesia,Singlurus,INDO 4600 GAR,Miner / Refiner,INDO 4600,SI 4600,SINGLURUS 4600,Mar-25
P7812324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,105000,Stock and Sales,AEL,Parcel B,MV GOLDEN KAKI,Bunyu Anchorage,Hazira,357-22-23,Cape,17050,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,22-Dec
P19002425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,52994,Stock and Sales,AEL,Parcel A,MV CORAL QUEEN,"CSX, Baltimore",Tuna,235-24-25,Supramax,28000,USA,AS per Remarks,NAPP 6650 NAR Min,Trader,USA 6650,NA 6650,NAPP 6650,Aug-24
P11022324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,98768,Stock and Sales,AEL,Parcel A,MV STAR TRIUMP,CNX / CMT Baltimore,Krishnapatnam,274-23-24,Baby Cape,30500,USA,USA Bailey/Enlow Fork/Harvey,US 6900 NAR,Miner / Refiner,USA 6900,CO 6900,CONSOL 6900,Oct-23
P0332122,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,51509,TC - Direct Customer,ENR,Parcel A,MV SWAN,Muara Jawa Anchorage,Bangladesh,194-21-22,Supramax,42000,Indonesia,Singlurus,INDO 4600 GAR,Miner / Refiner,INDO 4600,SI 4600,SINGLURUS 4600,Sep-21
P23602425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,76063,Stock and Sales,AEL,Parcel A,MV ROSCO POPLAR,Muara Berau Anchorage,Dahej,462-22-23,Panamax,,Indonesia,BSSR,INDO 4100 GAR,Miner / Refiner,INDO 4100,BS 4100,BSSR 4100,Mar-23
P3132223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,155800,SEB,NTPC,Parcel A,MV BERGE ROSA,Taboneo Anchorage,Mundra,055-22-23,Cape,32500,Indonesia,Adaro,INDO 4700 GAR,Miner / Refiner,INDO 4700,AD 4700,ADARO 4700,May-22
P11432324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,90285,SEB,NTPC,Parcel B,MV GENCO MAXIMUS,Tarakan Anch,Gangavaram,312-23-24,Cape,22000,Indonesia,MIP,INDO 4800 GAR,Miner / Refiner,INDO 4800,MI 4800,MIP 4800,Oct-23
P10962324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,165000,APL,APL,Parcel A,MV ANDROS NAVIGATOR,TBCT,Mundra,256-23-24,Cape,16000,Indonesia,Melawan Mine,INDO 4700 GAR,Miner / Refiner,INDO 4700,KP 4700,KPC 4700,Sep-23
P0962122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,73782,TC - Direct Customer,ZMI,Parcel A,MV LUCKY JASON,Taboneo Anchorage,China,328-21-22,Panamax,24000,Indonesia,BMB,INDO 4200 GAR,Trader,INDO 4200,BM 4200,BMB 4200,Feb-22
P25812425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,47500,Stock and Sales,AEL,Parcel D,MV LINDA HOPE,Muara Sangkulirang,Hazira,550-24-25,Cape,,Indonesia,GAM,INDO 3400 GAR,Miner / Refiner,INDO 3400,GA 3400,GAM 3400,Feb-25
P23672425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,SEB,NTPC,Parcel A,MV STAR MARILENA,Tj Kampeh,Dhamra,454-22-23,Cape,,Indonesia,BGG,INDO 4600 GAR,Miner / Refiner,INDO 4600,BG 4600,BGG 4600,Mar-23
P16552425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,80473,Stock and Sales,AEL,Parcel B,MV NAVIOS ETOILE,RBCT,Mundra,130-24-25,Cape,28500,SA,AS per Remarks,SA 5300 Min,Trader,SA 5300,,,Jul-24
P15582425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,73000,Stock and Sales,AEL,Parcel A,MV MIM VANGELIS JR,Muara Sangkulirang,Krishnapatnam,153-24-25,Panamax,21000,Indonesia,GAM,INDO 3400 GAR,Miner / Refiner,INDO 3400,GA 3400,GAM 3400,Jul-24
P16482425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,Stock and Sales,AEL,Parcel A,MV NEW ORLEANS,Tj Pemachingam,Any Port India,617-23-24,Cape,44075,Indonesia,Jhonlin,INDO 3800 GAR,Miner / Refiner,INDO 3800,JH 3800,JHONLIN 3800,Mar-24
P14292425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,32000,SEB,NTPC,Parcel B,MV SKOPELOS I,Tarakan Anch,Haldia,476-23-24,Panamax,18800,Indonesia,MIP,INDO 4800 GAR,Miner / Refiner,INDO 4800,MI 4800,MIP 4800,Jan-24
P26972526,To DP,00:00.0,00:00.0,00:00.0,,00:00.0,75230,APL,APL,Parcel A,MV PREGNY,Adang Bay,Tuticorin,093-25-26,Panamax,16000,Indonesia,kideco,INDO 4200 GAR,Miner / Refiner,INDO 4200,KI 4200,KIDECO 4200,May-25
P1422122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,44000,Stock and Sales,AEL,Parcel A,MV MIE HUA HAI,Muara Berau Anchorage,Mundra,291-21-22,Baby Cape,34000,Indonesia,BISM,INDO 3200 GAR,Miner / Refiner,INDO 3200,BI 3200,BISM 3200,Jan-22
P9592324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,71420,Stock and Sales,AEL,Parcel A,MV GUOYUAN 20,Taboneo Anchorage,Dahej,077-23-24,Panamax,14500,Indonesia,Adaro,INDO 4100 GAR,Trader,INDO 4100,AD 4100,ADARO 4100,May-23
P2412223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,SEB,NTPC,Parcel A,MV LUISE OLDENDORFF,Muara Berau Anchorage,Mundra,054 - 22-23,Cape,30000,Indonesia,MHU,INDO 5000 GAR,Trader,INDO 5000,MH 5000,MHU 5000,May-22
P0442122,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,81068,Stock and Sales,AEL,Parcel B,MV KYLA FORTUNE,RBCT,Gangavaram,212-21-22,Cape,46500,SA,AS per Remarks,SA 4500 Min,Trader,SA 4500,,,Oct-21
P26032425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,75643,Stock and Sales,AEL,Parcel A,MV YM QUEST,Bunati Anchorage,Dahej,594-24-25,Panamax,13304,Indonesia,BIB,Indo 4100 GAR,Miner / Refiner,INDO 4100,BI 4100,BIB 4100,Mar-25
P18062425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,Stock and Sales,NTPC,Parcel B,MV NAVIOS MARS,Muara Pantai,Gangavaram,178-24-25,Cape,30000,Indonesia,Berau,INDO 5000 GAR,Trader,INDO 5000,BE 5000,BERAU 5000,Jul-24
P5522223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,7040,Stock and Sales,AEL,Parcel B,MV IMPERIAL FRONTIER,RBCT,Gangavaram,161-22-23,Cape,35000,SA,SA  Seriti (S32),SA 4500 Min,Trader,SA 4500,S3 4500,S32 4500,Jun-22
P25532425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,162785,APL,APL,Parcel A,MV GH HELM,Taboneo Anchorage,Any Port India,559-24-25,Cape,13500,Indonesia,Adaro,INDO 4100 GAR,Trader,INDO 4100,AD 4100,ADARO 4100,Feb-25
P4722223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,32502,Stock and Sales,AEL,Parcel B,MV ULTRA LION,RBCT,Krishnapatnam,145-22-23,Panamax,38000,SA,SA Anglo,SA 5200 Min,Miner / Refiner,SA 5200,AN 5200,ANGLO 5200,Jun-22
P9552324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,58900,Stock and Sales,AEL,Parcel A,MV DESERT PIONEER,Muara Berau Anchorage,Dahej,074-23-24,Panamax,12750,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,May-23
P27372526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,72950,Stock and Sales,AEL,Parcel A,MV INTUITION,Bunyu Anchorage,Hazira,017-25-26,Panamax,17951,Indonesia,Bunyu LIM,INDO 3000 GAR,Miner / Refiner,INDO 3000,BU 3000,BUNYU 3000,Apr-25
P25622425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,165000,APL,APL,Parcel A,MV MICHALIS H,Taboneo Anchorage,Mundra,574-24-25,Cape,,Indonesia,Adaro,INDO 4700 GAR,Trader,INDO 4700,AD 4700,ADARO 4700,Feb-25
P27452526,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,25000,Stock and Sales,AEL,Parcel B,MV CAPE BREEZE,Tj Pemachingam,Dahej,063-25-26,Cape,16000,Indonesia,Jhonlin,INDO 3800 GAR,Miner / Refiner,INDO 3800,JH 3800,JHONLIN 3800,May-25
P12062324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,36960,Stock and Sales,AEL,Parcel D,MV CAPE MAGNOLIA,Muara Berau Anchorage,Hazira,319-23-24,Cape,23500,Indonesia,BISM,INDO 3200 GAR,Miner / Refiner,INDO 3200,BI 3200,BISM 3200,Oct-23
P7092223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,72700,APL,RUVNL,Parcel A,MV TRUE CHAMPION,TBCT,Mundra,288-22-23,Cape,22705,Indonesia,Melawan Mine,INDO 4500 GAR,Miner / Refiner,INDO 4500,KP 4500,KPC 4500,Oct-22
P24602425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,42500,Stock and Sales,AEL,Parcel D,MV SPRING CITRUS,Muara Berau Anchorage,Hazira,444-24-25,Cape,34000,Indonesia,Kutai Energi,INDO 4200 GAR,Miner / Refiner,INDO 4200,KE 4200,KE 4200,Dec-24
P15602425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,APL,APL,Parcel B,MV MARAN HERO,Tarakan Anch,Mundra,534-23-24,Cape,15000,Indonesia,MIP,INDO 4800 GAR,Miner / Refiner,INDO 4800,MI 4800,MIP 4800,Feb-24
P16992425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,17234,Stock and Sales,AEL,Parcel D,MV CAPE JACARANDA,Muara Berau Anchorage,Hazira,032-23-24,Cape,18064,Indonesia,AKG,INDO 4600 GAR,Trader,INDO 4600,AK 4600,AKG 4600,May-23
P1222122,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,76758,Stock and Sales,AEL,Parcel B,MV RACE,RBCT,Gangavaram,314-21-22,Cape,14000,SA,SA  Seriti (S32),SA 5200 Min,Trader,SA 5200,S3 5200,S32 5200,Feb-22
P18852425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,57202,Stock and Sales,AEL,Parcel A,MV AN LI,RBCT,Gangavaram,205-24-25,Cape,29500,SA,SA Anglo,SA 5200 Min,Miner / Refiner,SA 5200,AN 5200,ANGLO 5200,Aug-24
P14172425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,SEB 2,NTPC 2,Parcel A,MV JIAN FA,Tarahan,Gangavaram,452-23-24,Cape,27000,Indonesia,PT BA,INDO 5000 GAR,Miner / Refiner,INDO 5000,BA 5000,BA 5000,Jan-24
P13302425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,Stock and Sales,AEL,Parcel A,MV XING LE HAI,Kaliorang Anch,Dahej,104-24-25,Panamax,21500,Indonesia,Indexim,INDO 4200 GAR,Trader,INDO 4200,IN 4200,INDEXIM 4200,May-24
P9542324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,74900,SEB,NTPC 2,Parcel A,MV STAR BETTY,Muara Pantai,Dahej,072-23-24,Panamax,14900,Indonesia,Berau,INDO 5100 GAR,Trader,INDO 5100,BE 5100,BERAU 5100,May-23
P7222223,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,15000,Stock and Sales,AEL,Parcel B,MV MINERAL CHINA,Muara Berau Anchorage,Dahej,294-22-23,Cape,17000,Indonesia,BSSR,INDO 4100 GAR,Miner / Refiner,INDO 4100,BS 4100,BSSR 4100,Oct-22
P9352324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,50000,SEB,NTPC,Parcel C,MV ANANGEL VOYAGER,Taboneo Anchorage,Paradip,041-23-24,Cape,19000,Indonesia,Adaro,INDO 4700 GAR,Trader,INDO 4700,AD 4700,ADARO 4700,Apr-23
P22082425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,62500,Stock and Sales,AEL,Parcel D,MV KERKIS,Muara Berau / Muara Jawa,Hazira,371-24-25,Cape,32005,Indonesia,Singlurus,INDO 4600 GAR,Miner / Refiner,INDO 4600,SI 4600,SINGLURUS 4600,Oct-24
P5342223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,76900,Stock and Sales,AEL,Parcel A,MV BULK JAPAN,Taboneo Anchorage,Any Port India,156-22-23,Panamax,32500,Indonesia,AGM,INDO 4200 GAR,Miner / Refiner,INDO 4200,AG 4200,AGM 4200,Jul-22
P3672223,Arrived at DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,82500,Stock and Sales,ael,Parcel A,MV STAR ASPIRATION,Adang Bay,Dahej,168-22-23,Post Panamax,33000,Indonesia,kideco,INDO 4200 GAR,Miner / Refiner,INDO 4200,KI 4200,KIDECO 4200,Jun-22
P9662324,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,25000,Stock and Sales,AEL,Parcel A,MV NAVDHENU PURNA,Meulaboh,Navlakhi,092-23-24,Supramax,13000,Indonesia,MIFA,INDO 3400 GAR,Miner / Refiner,INDO 3400,MI 3400,MIFA 3400,May-23
P0532122,Completed At DP,00:00.0,00:00.0,00:00.0,,00:00.0,95000,Stock and Sales,AEL,Parcel B,MV OLYMPIUS,Tj Pemachingam,Mundra,226-21-22,Cape,70500,Indonesia,Jhonlin,INDO 3800 GAR,Miner / Refiner,INDO 3800,JH 3800,JHONLIN 3800,Oct-21
P0072122,Arrived at DP,00:00.0,00:00.0,00:00.0,,00:00.0,74600,TC - Direct Customer,HUIHUANG,Parcel A,MV HC FORWARD,Taboneo Anchorage,China,168-21-22,Panamax,35000,Indonesia,BMB,INDO 4200 GAR,Trader,INDO 4200,BM 4200,BMB 4200,21-Sep
P18112425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,81810,APL,APL,Parcel A,MV CAPE CELTIC,Taboneo Anchorage,Mundra,189-24-25,Cape,33800,Indonesia,Adaro,INDO 4700 GAR,Miner / Refiner,INDO 4700,AD 4700,ADARO 4700,Jul-24
P13192425,Completed At DP,00:00.0,00:00.0,00:00.0,00:00.0,00:00.0,40000,Stock and Sales,AEL,Parcel C,MV ORIENTAL EXPRESS,Taboneo Anchorage,Mundra,048-24-25,Cape,27500,Indonesia,Adaro,INDO 4100 GAR,Miner / Refiner,INDO 4100,AD 4100,ADARO 4100,May-24
